RE	TF	cnt	HOTness
chrII:13521149-13521307	cebp-1,daf-16,die-1,elt-3,him-1,nhr-71,snpc-4,snu-23,spr-1,unc-130,unc-55,xnd-1,ztf-18	13	cold
chrII:13521941-13522141	cebp-1,duxl-1,efl-1,him-1,rec-8,snpc-4,unc-130,xnd-1	8	cold
chrII:13525676-13525903	.	0	cold
chrII:13530900-13531104	.	0	cold
chrII:13540473-13540610	ceh-36	1	cold
chrII:13575016-13575157	xnd-1	1	cold
chrII:13575587-13575715	cebp-1,ceh-18,ceh-31,ceh-34,ceh-48,ceh-82,ces-1,cog-1,crh-2,daf-16,dpl-1,dve-1,efl-1,egl-13,elt-1,elt-2,eor-1,fkh-8,fos-1,hif-1,hlh-1,hlh-30,hmg-11,jun-1,lin-35,lsy-2,mdl-1,nfya-1,nhr-23,nhr-25,nhr-80,nhr-90,pha-4,pros-1,rbr-2,rnt-1,sem-4,snpc-4,snu-23,tbx-2,unc-130,unc-3,unc-42,unc-55,xbp-1	45	HOT
chrII:13585475-13585621	.	0	cold
chrII:13590201-13590469	.	0	cold
chrII:13593562-13593649	.	0	cold
chrII:13593715-13593839	sma-3	1	cold
chrII:13594056-13594231	.	0	cold
chrII:13596634-13596738	cebp-1,ceh-82,ces-1,crh-2,daf-16,dpl-1,dsc-1,dve-1,efl-1,elt-2,eor-1,fkh-8,hlh-30,irx-1,lin-35,lsy-2,mdl-1,nfya-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-71,pha-4,rbr-2,rnt-1,sma-3,snpc-4,snu-23,swsn-7,unc-130,unc-42,unc-55,unc-86,xbp-1,xnd-1	37	HOT
chrII:13596923-13597063	hnd-1	1	cold
chrII:13605412-13605524	rpc-1	1	cold
chrII:13609681-13609820	blmp-1,cebp-1,ceh-18,ceh-28,crh-2,daf-16,dpl-1,dve-1,efl-1,elt-1,elt-2,elt-3,eor-1,fos-1,hlh-30,jun-1,let-607,lin-35,lsy-2,mdl-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pag-3,pha-4,pqm-1,rnt-1,skn-1,sma-3,sma-9,snu-23,swsn-7,unc-55,xbp-1	42	HOT
chrII:13610128-13610315	.	0	cold
chrII:13611220-13611345	daf-16,elt-3,pha-4,snu-23,unc-55	5	cold
chrII:13613025-13613249	.	0	cold
chrII:13614604-13614728	cebp-1,daf-16,fkh-8,hlh-30,mdl-1,nhr-20,nhr-71,nhr-85,pha-4	9	cold
chrII:13617861-13618002	fkh-8,nhr-20,nhr-21,nhr-23,nhr-25,nhr-71,nhr-85,sma-3,sma-9,snu-23,tbx-2	11	cold
chrII:13620910-13621104	.	0	cold
chrII:13621315-13621508	.	0	cold
chrII:13622236-13622364	.	0	cold
chrII:13624350-13624477	daf-16,nhr-20,nhr-48,skn-1	4	cold
chrII:13627102-13627224	hif-1,lin-35,nhr-20,pha-4,snu-23	5	cold
chrII:13631235-13631416	elt-2,nhr-80	2	cold
chrII:13632297-13632427	daf-16,elt-1,elt-2,rnt-1,sma-9,ztf-7	6	cold
chrII:13633767-13634029	.	0	cold
chrII:13636586-13636799	blmp-1,duxl-1,lsy-2,nhr-21,nhr-23,tbx-2	6	cold
chrII:13637051-13637278	nhr-80	1	cold
chrII:13637501-13637735	aly-1	1	cold
chrII:13637983-13638204	hlh-30,nhr-85,sma-9	3	cold
chrII:13638560-13638670	aha-1,blmp-1,ceh-28,crh-2,daf-16,dve-1,elt-1,elt-2,elt-3,eor-1,fos-1,hif-1,lsy-2,madf-10,mdl-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-48,nhr-71,nhr-80,nhr-90,pqm-1,skn-1,sma-3,sma-9,snu-23,spr-1,ztf-7	31	HOT
chrII:13638704-13638888	blmp-1,ceh-28,crh-2,daf-16,dve-1,elt-1,elt-2,elt-3,eor-1,fos-1,hif-1,lsy-2,madf-10,mdl-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pqm-1,skn-1,sma-3,sma-9,snu-23,spr-1,ztf-7	31	HOT
chrII:13640248-13640389	blmp-1,ces-1,crh-2,daf-16,dve-1,efl-1,elt-2,fos-1,hif-1,hlh-30,hmg-11,lin-35,lsy-2,mdl-1,nhr-20,nhr-21,nhr-23,nhr-48,nhr-80,nhr-85,pha-4,sma-9,snu-23,unc-55,unc-86	25	HOT
chrII:13641311-13641425	ceh-31,ceh-48,efl-1,elt-2,fos-1,hmg-11,lsy-2,nhr-80,pha-4,snu-23,unc-55	11	cold
chrII:13645044-13645237	.	0	cold
chrII:13645385-13645498	.	0	cold
chrII:13658467-13658583	rpc-1	1	cold
chrII:13662072-13662190	elt-2,nhr-80	2	cold
chrII:13664484-13664628	crh-2,daf-16,dve-1,elt-2,elt-3,fos-1,hlh-30,jun-1,lsy-2,mdl-1,nhr-20,nhr-21,nhr-48,nhr-71,nhr-80,nhr-90,pha-4,pqm-1,sma-3,sma-9,snu-23,ztf-7	22	HOT
chrII:13665327-13665515	cebp-1,crh-2,daf-16,dve-1,elt-2,elt-3,eor-1,fos-1,hlh-30,jun-1,lsy-2,mdl-1,nhr-20,nhr-48,nhr-71,nhr-80,pha-4,pqm-1,sma-3,sma-9,snu-23	21	HOT
chrII:13666360-13666569	.	0	cold
chrII:13667131-13667262	dve-1,lsy-2,nhr-25,nhr-80,snu-23	5	cold
chrII:13668930-13669065	blmp-1,elt-2,fos-1,hif-1,hlh-30,lsy-12,madf-10,mdl-1,nhr-20,nhr-47,nhr-48,nhr-71,nhr-80,nhr-90,sma-3,sma-9,snu-23	17	cold
chrII:13669427-13669551	nhr-71	1	cold
chrII:13670947-13671086	atf-7,daf-16,dve-1,elt-2,fos-1,hlh-30,nhr-48,nhr-80,nhr-90,pha-4,pqm-1,sma-3	12	cold
chrII:13672092-13672228	crh-2,dve-1,elt-2,eor-1,hlh-30,nhr-20,nhr-71,nhr-80,nhr-90,pag-3,sma-3,sma-9,snu-23	13	cold
chrII:13672488-13672654	.	0	cold
chrII:13673667-13673782	blmp-1,crh-2,daf-16,elt-2,elt-3,eor-1,hlh-30,mdl-1,nhr-20,nhr-21,nhr-25,nhr-71,nhr-80,nhr-85,sma-9,snu-23,unc-130	17	cold
chrII:13673884-13674031	cebp-1,crh-2,daf-16,dve-1,elt-2,elt-3,eor-1,hif-1,mdl-1,nhr-102,nhr-20,nhr-21,nhr-48,nhr-71,nhr-80,nhr-90,rnt-1,sma-3,snu-23,ztf-26	20	HOT
chrII:13674142-13674286	nhr-48,rnt-1,ztf-26	3	cold
chrII:13675227-13675385	elt-3,eor-1,hlh-30,mdl-1,nhr-20,nhr-21,nhr-71,nhr-90,sma-9,snu-23,unc-130	11	cold
chrII:13675623-13675786	hlh-30,nhr-23,nhr-48	3	cold
chrII:13678471-13678549	ceh-28,crh-2,fos-1,hlh-30,mdl-1,nhr-102,nhr-48,ref-2,sma-9,tbx-2,ztf-26	11	cold
chrII:13678759-13679021	blmp-1,ceh-28,elt-3,eor-1,lsy-12,lsy-2,mdl-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-85,nhr-90,sma-3,snu-23,xbp-1,ztf-26	20	HOT
chrII:13679593-13679776	ztf-26	1	cold
chrII:13680020-13680182	blmp-1,elt-3,eor-1,fos-1,hlh-30,lsy-2,mdl-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-48,nhr-71,nhr-85,sma-3,sma-9,snu-23	18	HOT
chrII:13680432-13680587	.	0	cold
chrII:13681112-13681276	blmp-1,crh-2,dpl-1,dve-1,elt-2,elt-3,eor-1,fos-1,hlh-30,jun-1,lsy-2,mdl-1,mef-2,nhr-20,nhr-21,nhr-23,nhr-25,nhr-48,nhr-71,nhr-85,nhr-90,sem-4,sma-3,snu-23,tbx-2,unc-130,vab-15,ztf-26	28	HOT
chrII:13694843-13694945	ces-1,daf-16,dpl-1,efl-1,eor-1,lin-35,lsy-2,nfya-1,nhr-20,nhr-47,nhr-71,pha-4,sma-3,snu-23,swsn-7,unc-55,xbp-1	17	cold
chrII:13695112-13695298	daf-16,elt-2,nhr-80	3	cold
chrII:13695441-13695542	daf-16,efl-1	2	cold
chrII:13696096-13696204	daf-16,elt-2,fos-1	3	cold
chrII:13696674-13696814	.	0	cold
chrII:13707168-13707382	.	0	cold
chrII:13711644-13711873	daf-16,dve-1,elt-2,fos-1,nhr-80,pqm-1,sma-9,snpc-4	8	cold
chrII:13712448-13712712	elt-2,nhr-80	2	cold
chrII:13714260-13714498	elt-2,fos-1,nhr-80	3	cold
chrII:13715818-13715980	crh-2,daf-16,dve-1,elt-2,fos-1,nhr-80,pha-4,pqm-1	8	cold
chrII:13717630-13717755	efl-1,snpc-4	2	cold
chrII:13722853-13722974	cebp-1,ceh-31,dpl-1,efl-1,snpc-4,unc-130,xnd-1	7	cold
chrII:13725505-13725629	.	0	cold
chrII:13725826-13725927	athp-1,dpl-1,efl-1,hmg-11,lin-35,lsy-2,pha-4,snpc-4,snu-23,unc-130,unc-42,unc-55,xbp-1,xnd-1	14	cold
chrII:13732078-13732233	efl-1,snpc-4,unc-130,xnd-1	4	cold
chrII:13732370-13732482	daf-16,efl-1,elt-2,snpc-4,unc-130,xnd-1	6	cold
chrII:13732665-13732812	elt-2,hif-1	2	cold
chrII:13734017-13734184	daf-16,nhr-80	2	cold
chrII:13735123-13735239	eor-1,hlh-1,snu-23	3	cold
chrII:13736129-13736282	daf-16,madf-2	2	cold
chrII:13736968-13737109	crh-2,daf-16,dve-1,elt-2,fos-1,hlh-30,mdl-1,nhr-20,nhr-71,nhr-80,nhr-90,pha-4,sma-3,sma-9,snu-23,unc-55	16	cold
chrII:13737802-13737948	daf-16,dve-1,elt-2,elt-3,eor-1,hif-1,hlh-30,let-607,mdl-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-48,nhr-71,nhr-80,nhr-85,pha-4,pqm-1,sma-3,snu-23,xnd-1	22	HOT
chrII:13738216-13738369	ceh-31,rnt-1	2	cold
chrII:13739499-13739636	ceh-36,efl-1,eor-1,hlh-1,hlh-8,lin-35,lsy-2,nfya-1,pax-1,pha-4,unc-55	11	cold
chrII:13741261-13741500	ces-1,dsc-1,fkh-10,unc-42	4	cold
chrII:13751298-13751462	dsc-1,mdl-1,nhr-20,pha-4,snu-23,ztf-26	6	cold
chrII:13756250-13756405	eor-1,hmg-11,lin-35,lsy-2,nhr-71,sem-4,snu-23,unc-55	8	cold
chrII:13757516-13757637	.	0	cold
chrII:13763057-13763278	daf-16,pha-4	2	cold
chrII:13771416-13771544	daf-16,elt-2,fos-1,nhr-80,pha-4,pqm-1	6	cold
chrII:13773165-13773399	snpc-4	1	cold
chrII:13780737-13780815	atf-7,crh-2,daf-16,dao-5,die-1,duxl-1,dve-1,elt-2,fos-1,let-607,lir-3,madf-10,nhr-102,nhr-179,nhr-48,nhr-80,nhr-90,pqm-1,rbr-2,repo-1,rpc-1,sma-9,snpc-4	23	HOT
chrII:13780864-13780944	atf-7,crh-2,daf-16,dao-5,die-1,duxl-1,dve-1,elt-2,eor-1,fos-1,let-607,lir-3,madf-10,nhr-102,nhr-179,nhr-48,nhr-80,nhr-90,pqm-1,rbr-2,repo-1,rpc-1,sma-9,snpc-4	24	HOT
chrII:13781031-13781192	daf-16,dve-1,elt-2,eor-1,let-607,nhr-80,nhr-90,rec-8,rpc-1,snpc-4	10	cold
chrII:13782518-13782671	.	0	cold
chrII:13785871-13786097	pha-4	1	cold
chrII:13787112-13787217	.	0	cold
chrII:13787906-13788155	pha-4	1	cold
chrII:13788857-13789091	dsc-1,hlh-8,nhr-71,snpc-4,snu-23	5	cold
chrII:13789749-13789982	ceh-18,dsc-1,egl-5,hlh-1,nhr-71,pag-3,rnt-1,snu-23,unc-130	9	cold
chrII:13790218-13790383	ces-1	1	cold
chrII:13794683-13794820	ceh-31,ceh-36,sptf-1	3	cold
chrII:13795273-13795402	.	0	cold
chrII:13795478-13795656	.	0	cold
chrII:13795802-13795976	ceh-34,pha-4	2	cold
chrII:13798244-13798378	.	0	cold
chrII:13799246-13799382	.	0	cold
chrII:13806030-13806169	ceh-36	1	cold
chrII:13806318-13806558	pha-4	1	cold
chrII:13810030-13810277	daf-16,egl-5,lsy-2,pag-3,rnt-1,snu-23	6	cold
chrII:13811383-13811554	.	0	cold
chrII:13812393-13812594	ces-1,fkh-10,unc-42	3	cold
chrII:13813613-13813736	ces-1,fkh-10,lsy-2,nhr-47,nhr-71,sma-9,snpc-4,swsn-7,unc-42	9	cold
chrII:13813968-13814130	cebp-1,daf-16,dve-1,elt-2,eor-1,fos-1,hlh-30,nhr-80,pha-4,pqm-1,sma-9	11	cold
chrII:13815154-13815331	.	0	cold
chrII:13816274-13816453	.	0	cold
chrII:13816658-13816808	.	0	cold
chrII:13817632-13817748	aly-1,nhr-102	2	cold
chrII:13824166-13824375	pha-4	1	cold
chrII:13824507-13824731	daf-16,dve-1,elt-2,pha-4	4	cold
chrII:13828735-13828865	.	0	cold
chrII:13829050-13829163	athp-1,ceh-28,crh-2,daf-16,dsc-1,duxl-1,dve-1,efl-1,elt-3,fos-1,him-1,hlh-30,lsy-2,madf-10,nhr-102,nhr-20,nhr-21,nhr-25,nhr-47,nhr-48,nhr-71,nhr-90,rbr-2,rpc-1,sma-9,spr-1,swsn-7,tbx-2,unc-130,xnd-1	30	HOT
chrII:13829164-13829250	athp-1,ceh-28,crh-2,daf-16,dsc-1,duxl-1,dve-1,efl-1,elt-3,fos-1,him-1,hlh-30,lsy-2,madf-10,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-90,rbr-2,rpc-1,sma-9,spr-1,swsn-7,tbx-2,unc-130,xnd-1	31	HOT
chrII:13829407-13829525	athp-1,daf-16,duxl-1,dve-1,efl-1,elt-2,eor-1,fos-1,him-1,hmg-11,lsy-2,nhr-10,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-85,nhr-90,rbr-2,ref-2,rnt-1,sma-3,sma-9,snpc-4,snu-23,spr-1,swsn-7,tbx-2,unc-130,unc-86,xbp-1,xnd-1,ztf-11,ztf-18	38	HOT
chrII:13829665-13829779	cebp-1,ces-1,crh-2,daf-16,efl-1,elt-2,eor-1,fkh-8,fos-1,hlh-30,hmg-11,jun-1,lir-3,lsy-2,mdl-1,nhr-20,nhr-48,nhr-71,nhr-80,pha-4,pqm-1,sma-9,snu-23,unc-42,unc-55,xbp-1	26	HOT
chrII:13830288-13830462	ces-1,snpc-4	2	cold
chrII:13833561-13833714	daf-16,fos-1,nhr-80,pha-4	4	cold
chrII:13834418-13834561	aha-1,ahr-1,alr-1,aly-1,aly-2,atf-7,athp-1,attf-4,blmp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-24,ceh-28,ceh-31,ceh-32,ceh-34,ceh-36,ceh-48,ceh-82,ceh-9,ceh-90,ces-1,che-1,cog-1,crh-2,daf-16,dao-5,die-1,dmd-4,dpff-1,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,ets-4,ets-7,eyg-1,fax-1,fkh-10,fkh-8,fos-1,gmeb-2,hif-1,him-1,hlh-1,hlh-15,hlh-30,hlh-4,hlh-6,hlh-8,hmbx-1,hmg-11,hnd-1,irx-1,jun-1,let-607,lim-6,lin-35,lir-3,lsy-12,lsy-2,madf-10,madf-2,mbf-1,mdl-1,mef-2,mls-2,nfya-1,nhr-102,nhr-12,nhr-20,nhr-21,nhr-23,nhr-232,nhr-25,nhr-47,nhr-48,nhr-71,nhr-76,nhr-85,nhr-90,npax-4,pax-1,pha-2,pha-4,pop-1,pqm-1,pros-1,rbr-2,ref-2,repo-1,rnt-1,rpc-1,sdc-2,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,tbx-7,ttx-3,unc-130,unc-3,unc-42,unc-55,unc-86,vab-15,xbp-1,zfp-2,zip-5,ztf-11,ztf-16,ztf-18,ztf-26,ztf-4,ztf-7	131	HOT
chrII:13834837-13834975	cebp-1,daf-16,dpl-1,duxl-1,dve-1,elt-2,mdl-1,nhr-48,nhr-80,pha-4,pqm-1,rnt-1,rpc-1,sma-9,snpc-4,ztf-7	16	cold
chrII:13835790-13835891	daf-16,dve-1,elt-2,snpc-4	4	cold
chrII:13836039-13836144	daf-16,dve-1,sma-3,snpc-4	4	cold
chrII:13841088-13841256	aly-1,hlh-1	2	cold
chrII:13842432-13842586	pha-4	1	cold
chrII:13842659-13842860	cebp-1,pha-4	2	cold
chrII:13845168-13845301	zip-8	1	cold
chrII:13846066-13846215	crh-2,daf-16,dve-1,elt-2,fos-1,jun-1,nhr-80,pha-4,pqm-1,snpc-4	10	cold
chrII:13846419-13846558	.	0	cold
chrII:13847458-13847610	efl-1,eor-1,hlh-1,hmg-11,lsy-2,snu-23,unc-55	7	cold
chrII:13849104-13849212	rpc-1	1	cold
chrII:13852594-13852714	daf-16,elt-2,fos-1,let-607,lsy-2,nhr-25,nhr-71,nhr-90,rbr-2,snpc-4,snu-23,swsn-7,unc-130,ztf-18	14	cold
chrII:13852877-13852971	crh-2,daf-16,die-1,duxl-1,dve-1,elt-2,elt-3,fos-1,him-1,hlh-30,let-607,lsy-2,nhr-102,nhr-20,nhr-21,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-90,rbr-2,rec-8,sma-3,snpc-4,snu-23,swsn-7,xnd-1,ztf-18	29	HOT
chrII:13856714-13856926	.	0	cold
chrII:13859318-13859456	unc-86	1	cold
chrII:13859887-13860116	cebp-1,daf-16,dve-1,elt-2,eor-1,fos-1,jun-1,nhr-80,pha-4,pqm-1	10	cold
chrII:13860953-13861101	cebp-1,crh-2,daf-16,dve-1,elt-2,fos-1,hlh-30,mdl-1,nhr-80,pqm-1	10	cold
chrII:13862535-13862692	daf-16,dve-1,elt-2,fos-1,nhr-80,pqm-1	6	cold
chrII:13872194-13872325	eor-1,nhr-80	2	cold
chrII:13872579-13872687	aly-2,atf-7,athp-1,attf-4,blmp-1,cebp-1,ceh-28,ceh-31,ceh-34,ceh-48,ceh-82,ceh-90,ces-1,crh-2,daf-16,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-2,elt-3,eor-1,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hmg-11,irx-1,jun-1,let-607,lim-6,lin-35,lsy-12,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pax-1,pha-4,rbr-2,repo-1,rpc-1,sem-4,sma-3,snpc-4,snu-23,spr-1,sptf-1,tbx-2,unc-130,unc-42,unc-55,unc-86,vab-15,xbp-1,xnd-1,zfp-2,ztf-11,ztf-18,ztf-26,ztf-4	79	HOT
chrII:13873004-13873232	.	0	cold
chrII:13888362-13888473	cebp-1,ceh-18,ceh-28,ceh-30,ces-1,cog-1,crh-2,daf-16,dpl-1,dve-1,efl-1,egl-13,elt-2,eor-1,fkh-10,fkh-8,fos-1,hif-1,hlh-1,hlh-30,hmg-11,lin-35,lsy-2,mdl-1,mls-2,nfya-1,nhr-20,nhr-23,nhr-47,nhr-71,nhr-80,nhr-90,pha-4,rbr-2,rnt-1,sma-3,snpc-4,snu-23,sptf-1,swsn-7,unc-130,unc-42,unc-55,unc-86,xbp-1,xnd-1,zfp-2	47	HOT
chrII:13893675-13893856	.	0	cold
chrII:13903543-13903719	ceh-18,ceh-34,daf-16,dsc-1,eor-1,hlh-30,lin-35,lsy-2,mdl-1,nhr-20,nhr-71,rnt-1,sma-9,snu-23,swsn-7,unc-130,xbp-1,zip-8	18	HOT
chrII:13904409-13904548	.	0	cold
chrII:13906093-13906236	ceh-18,ces-1,fkh-8,hlh-1,hlh-30,lsy-2,nhr-71,rnt-1,snu-23,unc-55	10	cold
chrII:13907391-13907527	unc-55,unc-86	2	cold
chrII:13908647-13908763	aly-2,blmp-1,ceh-14,ceh-18,ceh-2,ceh-31,ceh-34,ceh-36,ceh-48,ceh-82,cog-1,dpl-1,dsc-1,efl-1,egl-13,elt-2,elt-3,eor-1,fkh-10,fkh-8,hif-1,him-1,hlh-1,hlh-6,jun-1,lim-6,lin-35,lsy-2,mdl-1,mls-2,nfya-1,nhr-20,nhr-23,nhr-25,nhr-47,nhr-71,nhr-80,pha-4,rbr-2,ref-2,rnt-1,skn-1,sma-3,sma-9,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,unc-130,unc-42,unc-55,unc-86,vab-15,xbp-1,ztf-11	56	HOT
chrII:13932503-13932665	ceh-34	1	cold
chrII:13933404-13933567	ceh-18,ces-1	2	cold
chrII:13936019-13936237	egl-13	1	cold
chrII:13938350-13938492	ceh-28,snpc-4	2	cold
chrII:13939625-13939744	.	0	cold
chrII:13942475-13942644	snpc-4	1	cold
chrII:13944154-13944313	elt-2,nhr-80	2	cold
chrII:13945519-13945763	cebp-1,daf-16,dve-1,elt-2,nhr-80,pqm-1	6	cold
chrII:13945969-13946117	.	0	cold
chrII:13946471-13946642	snpc-4	1	cold
chrII:13946803-13946951	snpc-4,xnd-1	2	cold
chrII:13949035-13949180	snpc-4	1	cold
chrII:13951298-13951413	snpc-4	1	cold
chrII:13951530-13951615	snpc-4	1	cold
chrII:13951980-13952196	.	0	cold
chrII:13953147-13953315	.	0	cold
chrII:13954182-13954303	cebp-1,crh-2,daf-16,dve-1,efl-1,elt-2,fos-1,hif-1,hlh-30,jun-1,lsy-2,mdl-1,nhr-102,nhr-20,nhr-48,nhr-71,nhr-80,nhr-90,pha-4,pqm-1,sma-3,sma-9,snpc-4,snu-23,xbp-1,ztf-26,ztf-7	27	HOT
chrII:13955015-13955169	blmp-1,daf-16,dve-1,elt-1,elt-2,fos-1,hlh-30,lsy-2,nhr-20,nhr-25,nhr-80,sma-9	12	cold
chrII:13955609-13955821	.	0	cold
chrII:13956617-13956758	cebp-1,crh-2,daf-16,dve-1,elt-2,fos-1,hif-1,hlh-30,jun-1,lsy-2,nhr-102,nhr-20,nhr-48,nhr-80,nhr-90,pha-4,pqm-1,sma-3,sma-9	19	HOT
chrII:13957465-13957658	daf-16,dve-1,elt-2,nhr-48,nhr-80,pqm-1,sma-9	7	cold
chrII:13958138-13958239	ceh-28,daf-16,lsy-2,nhr-71	4	cold
chrII:13958419-13958532	cebp-1,ceh-28,daf-16,dpl-1,dve-1,elt-2,eor-1,lsy-2,nhr-102,nhr-20,nhr-71,nhr-80,sma-9,snu-23,ztf-18	15	cold
chrII:13958931-13959018	hif-1	1	cold
chrII:13964128-13964297	fkh-10	1	cold
chrII:13964476-13964621	ceh-14,dsc-1,fkh-10,fkh-8,jun-1,nhr-20,nhr-47,nhr-71,swsn-7	9	cold
chrII:13965713-13965897	ces-1,efl-1,unc-55	3	cold
chrII:13969664-13969844	snpc-4	1	cold
chrII:13973570-13973708	ceh-28,ces-1,daf-16,dve-1,elt-2,eor-1,fos-1,hlh-30,let-607,lsy-2,mdl-1,nhr-23,nhr-80,pha-4,pqm-1,skn-1,snpc-4,snu-23	18	HOT
chrII:13976257-13976367	aha-1,aly-2,athp-1,blmp-1,ceh-14,ceh-18,ceh-28,ceh-30,ceh-31,ceh-34,ceh-48,ceh-82,ces-1,cog-1,crh-2,daf-16,dpl-1,dsc-1,dve-1,efl-1,egl-13,egl-5,elt-2,elt-3,eor-1,eyg-1,fkh-10,fkh-8,fos-1,gmeb-2,hif-1,hlh-1,hlh-30,hmg-11,irx-1,jun-1,lim-6,lin-35,lsy-12,lsy-2,madf-2,mdl-1,mls-2,nfya-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-71,nhr-80,nhr-85,nhr-90,pag-3,pha-4,pop-1,pros-1,rbr-2,ref-2,rnt-1,sdc-2,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,sptf-1,swsn-7,syd-9,tbx-2,unc-130,unc-42,unc-55,unc-86,xbp-1,zfp-2,ztf-11,ztf-16,ztf-4	80	HOT
chrII:13980140-13980371	daf-16,dve-1,elt-2,fos-1,hlh-30,jun-1,nhr-20,nhr-80,pha-4,pqm-1,sma-9	11	cold
chrII:13981174-13981296	daf-16,elt-2,fos-1,nhr-80,pha-4,pqm-1	6	cold
chrII:13981812-13982037	daf-16,elt-2,fos-1,nhr-80,pqm-1,skn-1	6	cold
chrII:13982984-13983100	elt-2,fos-1,nhr-80,pqm-1	4	cold
chrII:13984868-13984987	madf-2,sptf-1	2	cold
chrII:13986968-13987087	snpc-4	1	cold
chrII:13997508-13997708	elt-2,fos-1,pqm-1,sma-9	4	cold
chrII:13997991-13998114	daf-16,dve-1,elt-2,nhr-80,pqm-1,snpc-4	6	cold
chrII:14000192-14000309	elt-2,fos-1,nhr-80,pqm-1	4	cold
chrII:14001407-14001561	.	0	cold
chrII:14002229-14002429	daf-16,elt-2,nhr-80	3	cold
chrII:14002967-14003120	.	0	cold
chrII:14003663-14003850	elt-2,pqm-1,snpc-4	3	cold
chrII:14004108-14004242	nhr-11	1	cold
chrII:14004815-14004963	ceh-31,mdl-1,nhr-21,nhr-48	4	cold
chrII:14005268-14005377	.	0	cold
chrII:14010973-14011123	daf-16,dve-1,elt-2,fos-1,nhr-80,pqm-1,snpc-4	7	cold
chrII:14011268-14011387	nhr-80,unc-55	2	cold
chrII:14011549-14011698	snpc-4	1	cold
chrII:14017170-14017299	daf-16,dve-1,elt-2,fos-1,hlh-30,nhr-80,pqm-1	7	cold
chrII:14017626-14017795	daf-16,fos-1,snpc-4	3	cold
chrII:14018325-14018480	aly-2,atf-7,athp-1,cebp-1,ceh-82,crh-2,daf-16,dao-5,die-1,dpff-1,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,elt-2,elt-3,eor-1,fkh-2,fos-1,hif-1,him-1,hlh-30,hlh-4,hmg-11,irx-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,mdl-1,nfya-1,nhr-10,nhr-102,nhr-179,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-76,nhr-80,nhr-85,nhr-90,pag-3,pha-4,pqm-1,rbr-2,rec-8,repo-1,rnt-1,rpc-1,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,tbx-2,unc-130,unc-55,unc-86,xbp-1,xnd-1,ztf-11,ztf-18,ztf-26,ztf-4,ztf-7	77	HOT
chrII:14018800-14018974	ceh-28,ceh-48	2	cold
chrII:14019599-14019718	mls-2,sptf-1	2	cold
chrII:14022192-14022330	.	0	cold
chrII:14027395-14027598	.	0	cold
chrII:14029255-14029373	.	0	cold
chrII:14033488-14033636	.	0	cold
chrII:14034354-14034464	hlh-6	1	cold
chrII:14035917-14036114	unc-55,unc-86	2	cold
chrII:14036724-14036937	cebp-1,ceh-18,crh-2,egl-13,eor-1,fkh-10,hif-1,him-1,hlh-30,hmg-11,irx-1,lin-35,lsy-2,madf-10,mdl-1,nhr-20,nhr-47,nhr-71,rbr-2,rnt-1,sem-4,sma-9,snu-23,swsn-7,tbx-2,unc-42,unc-86,ztf-4	28	HOT
chrII:14037773-14037961	daf-16,efl-1,eor-1,fkh-8,hif-1,hlh-30,lin-35,lsy-2,mdl-1,nhr-20,nhr-71,pha-4,rbr-2,swsn-7	14	cold
